locusTag	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	gene_name	annotation	symbol	GeneID	feature_interval_length	product_length	attributes	level	annotation
Bcen2424_2683	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2972610	2973674	+	ABK09433.1			Bcen2424_2683	"transcriptional regulator, LacI family"			1065	354			
Bcen2424_2684	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2973818	2974819	+	ABK09434.1			Bcen2424_2684	conserved hypothetical protein			1002	333			
Bcen2424_2685	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2974860	2975684	+	ABK09435.1			Bcen2424_2685	Xylose isomerase domain protein TIM barrel			825	274			
Bcen2424_2686	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2975759	2976745	+	ABK09436.1			Bcen2424_2686	myo-inositol 2-dehydrogenase			987	328		3	00562 Inositol phosphate metabolism [PATH:ko00562]|00521 Streptomycin biosynthesis [PATH:ko00521]
Bcen2424_2687	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2976886	2977620	+	ABK09437.1			Bcen2424_2687	"HAD-superfamily hydrolase, subfamily IA, variant 3"			735	244			
Bcen2424_2688	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2977691	2978401	-	ABK09438.1			Bcen2424_2688	"3,4-dihydroxy-2-butanone 4-phosphate synthase"			711	236			
Bcen2424_2689	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2978443	2978715	-	ABK09439.1			Bcen2424_2689	conserved hypothetical protein			273	90			
Bcen2424_2690	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2978856	2979542	-	ABK09440.1			Bcen2424_2690	"transcriptional regulator, XRE family"			687	228			
Bcen2424_2691	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2979762	2980937	-	ABK09441.1			Bcen2424_2691	major facilitator superfamily MFS_1			1176	391			
Bcen2424_2692	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2981040	2982017	+	ABK09442.1			Bcen2424_2692	"transcriptional regulator, LysR family"			978	325			
Bcen2424_2693	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2982227	2983600	+	ABK09443.1			Bcen2424_2693	tRNA-i(6)A37 thiotransferase enzyme MiaB			1374	457			
Bcen2424_2694	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2983634	2984680	+	ABK09444.1			Bcen2424_2694	PhoH family protein			1047	348			
Bcen2424_2695	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2984823	2985599	+	ABK09445.1			Bcen2424_2695	protein of unknown function UPF0054			777	258			
Bcen2424_2696	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2985612	2986244	+	ABK09446.1			Bcen2424_2696	ChaC family protein			633	210			
Bcen2424_2697	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2986342	2986587	-	ABK09447.1			Bcen2424_2697	conserved hypothetical protein			246	81			
Bcen2424_2698	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2986780	2987667	+	ABK09448.1			Bcen2424_2698	CBS domain containing protein			888	295			
Bcen2424_2699	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2987720	2989423	+	ABK09449.1			Bcen2424_2699	apolipoprotein N-acyltransferase			1704	567			
Bcen2424_2700	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2989505	2990995	-	ABK09450.1			Bcen2424_2700	Tetratricopeptide TPR_2 repeat protein			1491	496			
Bcen2424_2701	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2991435	2992439	+	ABK09451.1			Bcen2424_2701	glycyl-tRNA synthetase alpha chain			1005	334			
Bcen2424_2702	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2992462	2994561	+	ABK09452.1			Bcen2424_2702	glycyl-tRNA synthetase beta chain			2100	699			
Bcen2424_2703	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2994572	2995135	+	ABK09453.1			Bcen2424_2703	"D-alpha,beta-D-heptose 1,7-bisphosphate phosphatase"			564	187			
Bcen2424_2704	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2995179	2995943	+	ABK09454.1			Bcen2424_2704	1-acyl-sn-glycerol-3-phosphate acyltransferase			765	254		3	00561 Glycerolipid metabolism [PATH:ko00561]|00564 Glycerophospholipid metabolism [PATH:ko00564]
Bcen2424_2705	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2995989	2996876	+	ABK09455.1			Bcen2424_2705	protein of unknown function DUF45			888	295			
Bcen2424_2706	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2996977	2997360	-	ABK09456.1			Bcen2424_2706	lactoylglutathione lyase			384	127			
Bcen2424_2707	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2997709	2998644	+	ABK09457.1			Bcen2424_2707	"protein of unknown function DUF6, transmembrane"			936	311			
Bcen2424_2708	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2998739	2999566	-	ABK09458.1			Bcen2424_2708	dimethyladenosine transferase			828	275			
Bcen2424_2709	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	2999614	3000603	-	ABK09459.1			Bcen2424_2709	4-hydroxythreonine-4-phosphate dehydrogenase			990	329			
Bcen2424_2710	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3000614	3001972	-	ABK09460.1			Bcen2424_2710	PpiC-type peptidyl-prolyl cis-trans isomerase			1359	452			
Bcen2424_2711	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3002024	3004384	-	ABK09461.1			Bcen2424_2711	Organic solvent tolerance protein			2361	786			
Bcen2424_2712	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3004606	3005655	+	ABK09462.1			Bcen2424_2712	aminoglycoside phosphotransferase			1050	349			
Bcen2424_2713	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3005678	3006400	+	ABK09463.1			Bcen2424_2713	Nucleotidyl transferase			723	240			
Bcen2424_2714	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3006621	3008492	-	ABK09464.1			Bcen2424_2714	ABC transporter related protein			1872	623			
Bcen2424_2715	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3008653	3009063	+	ABK09465.1			Bcen2424_2715	thioesterase superfamily protein			411	136			
Bcen2424_2716	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3009118	3009600	-	ABK09466.1			Bcen2424_2716	conserved hypothetical protein			483	160			
Bcen2424_2717	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3009715	3010569	+	ABK09467.1			Bcen2424_2717	formate dehydrogenase family accessory protein FdhD			855	284			
Bcen2424_2718	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3010621	3011388	-	ABK09468.1			Bcen2424_2718	Enoyl-CoA hydratase			768	255			
Bcen2424_2719	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3011480	3012679	-	ABK09469.1			Bcen2424_2719	acetyl-CoA acetyltransferase			1200	399		3	"00071 Fatty acid degradation [PATH:ko00071]|00592 alpha-Linolenic acid metabolism [PATH:ko00592]|00280 Valine, leucine and isoleucine degradation [PATH:ko00280]|00281 Geraniol degradation [PATH:ko00281]|00362 Benzoate degradation [PATH:ko00362]|00642 Ethylbenzene degradation [PATH:ko00642]"
Bcen2424_2720	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3012702	3015137	-	ABK09470.1			Bcen2424_2720	3-hydroxyacyl-CoA dehydrogenase			2436	811		3	00650 Butanoate metabolism [PATH:ko00650]|00071 Fatty acid degradation [PATH:ko00071]|00362 Benzoate degradation [PATH:ko00362]
Bcen2424_2721	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3015256	3017043	-	ABK09471.1			Bcen2424_2721	acyl-CoA dehydrogenase domain protein			1788	595			
Bcen2424_2722	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3017102	3017701	-	ABK09472.1			Bcen2424_2722	"transcriptional regulator, TetR family"			600	199			
Bcen2424_2723	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3017901	3019175	-	ABK09473.1			Bcen2424_2723	phospholipase D/Transphosphatidylase			1275	424			
Bcen2424_2724	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3019172	3019666	-	ABK09474.1			Bcen2424_2724	dihydroneopterin triphosphate pyrophosphatase			495	164			
Bcen2424_2725	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3019825	3021627	-	ABK09475.1			Bcen2424_2725	aspartyl-tRNA synthetase			1803	600			
Bcen2424_2726	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3021695	3022345	-	ABK09476.1			Bcen2424_2726	protein of unknown function DUF502			651	216			
Bcen2424_2727	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3022407	3022760	-	ABK09477.1			Bcen2424_2727	"putative regulatory protein, FmdB family"			354	117			
Bcen2424_2728	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3022856	3023482	-	ABK09478.1			Bcen2424_2728	thiopurine S-methyltransferase			627	208			
Bcen2424_2729	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3023500	3025077	-	ABK09479.1			Bcen2424_2729	2-octaprenylphenol hydroxylase			1578	525			
Bcen2424_2730	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3025090	3025716	-	ABK09480.1			Bcen2424_2730	protein of unknown function DUF1243			627	208			
Bcen2424_2731	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3025881	3026912	-	ABK09481.1			Bcen2424_2731	"import inner membrane translocase, subunit Tim44"			1032	343			
Bcen2424_2732	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3026954	3027685	-	ABK09482.1			Bcen2424_2732	"2-octaprenyl-6-methoxy-1,4-benzoquinone methylase"			732	243			
Bcen2424_2733	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3027738	3028151	-	ABK09483.1			Bcen2424_2733	protein of unknown function DUF971			414	137			
Bcen2424_2734	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3028148	3028591	-	ABK09484.1			Bcen2424_2734	histidine triad (HIT) protein			444	147			
Bcen2424_2735	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3028676	3032701	-	ABK09485.1			Bcen2424_2735	FAD linked oxidase domain protein			4026	1341			
Bcen2424_2736	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3033300	3034823	+	ABK09486.1			Bcen2424_2736	L-threonine ammonia-lyase			1524	507		3	"00260 Glycine, serine and threonine metabolism [PATH:ko00260]|00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]"
Bcen2424_2737	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3034836	3035666	+	ABK09487.1			Bcen2424_2737	GTP cyclohydrolase I			831	276			
Bcen2424_2738	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3035718	3036137	-	ABK09488.1			Bcen2424_2738	Glyoxalase/bleomycin resistance protein/dioxygenase			420	139			
Bcen2424_2739	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3036310	3036696	-	ABK09489.1			Bcen2424_2739	Endoribonuclease L-PSP			387	128			
Bcen2424_2740	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3036775	3038256	-	ABK09490.1			Bcen2424_2740	N-acyl-D-amino-acid deacylase			1482	493			
Bcen2424_2741	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3038259	3039197	-	ABK09491.1			Bcen2424_2741	"transcriptional regulator, RpiR family"			939	312			
Bcen2424_2742	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3039317	3040597	+	ABK09492.1			Bcen2424_2742	amino acid aldolase or racemase-like protein			1281	426			
Bcen2424_2743	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3040755	3041336	+	ABK09493.1			Bcen2424_2743	"intracellular protease, PfpI family"			582	193			
Bcen2424_2744	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3041405	3041851	-	ABK09494.1			Bcen2424_2744	"transcriptional regulator, MarR family"			447	148			
Bcen2424_2745	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3041906	3043501	-	ABK09495.1			Bcen2424_2745	major facilitator superfamily MFS_1			1596	531			
Bcen2424_2746	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3043609	3044451	+	ABK09496.1			Bcen2424_2746	conserved hypothetical protein			843	280			
Bcen2424_2747	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3044421	3045383	-	ABK09497.1			Bcen2424_2747	Alpha/beta hydrolase fold-3 domain protein			963	320		3	00903 Limonene and pinene degradation [PATH:ko00903]|00930 Caprolactam degradation [PATH:ko00930]
Bcen2424_2748	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3045473	3045907	-	ABK09498.1			Bcen2424_2748	CHRD domain containing protein			435	144			
Bcen2424_2749	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3046021	3046383	+	ABK09499.1			Bcen2424_2749	hypothetical protein			363	120			
Bcen2424_2750	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3046405	3047406	+	ABK09500.1			Bcen2424_2750	conserved hypothetical protein			1002	333			
Bcen2424_2751	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3047438	3048211	-	ABK09501.1			Bcen2424_2751	class II aldolase/adducin family protein			774	257			
Bcen2424_2752	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3048465	3050087	-	ABK09502.1			Bcen2424_2752	phospholipase D/Transphosphatidylase			1623	540			
Bcen2424_2753	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3050187	3050423	-	ABK09503.1			Bcen2424_2753	hypothetical protein			237	78			
Bcen2424_2754	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3050475	3050708	-	ABK09504.1			Bcen2424_2754	conserved hypothetical protein			234	77			
Bcen2424_2755	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3050756	3051517	-	ABK09505.1			Bcen2424_2755	"peptidase M48, Ste24p"			762	253			
Bcen2424_2756	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3051721	3052503	-	ABK09506.1			Bcen2424_2756	"glycosyl transferase, family 2"			783	260			
Bcen2424_2757	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3052629	3053621	-	ABK09507.1			Bcen2424_2757	Endoribonuclease L-PSP			993	330			
Bcen2424_2758	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3053971	3054687	-	ABK09508.1			Bcen2424_2758	short-chain dehydrogenase/reductase SDR			717	238		3	00061 Fatty acid biosynthesis [PATH:ko00061]|00780 Biotin metabolism [PATH:ko00780]|00333 Prodigiosin biosynthesis [PATH:ko00333]
Bcen2424_2759	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3054757	3055041	-	ABK09509.1			Bcen2424_2759	conserved hypothetical protein			285	94		3	00061 Fatty acid biosynthesis [PATH:ko00061]|00998 Biosynthesis of secondary metabolites - other antibiotics [PATH:ko00998]
Bcen2424_2760	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3055587	3056240	+	ABK09510.1			Bcen2424_2760	membrane protein-like protein			654	217			
Bcen2424_2761	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3056301	3058073	+	ABK09511.1			Bcen2424_2761	acyl-coenzyme A synthetases/AMP-(fatty) acid ligases-like protein			1773	590			
Bcen2424_2762	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3058070	3059053	+	ABK09512.1			Bcen2424_2762	acyltransferase-like protein			984	327			
Bcen2424_2763	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3059050	3059691	+	ABK09513.1			Bcen2424_2763	conserved hypothetical protein			642	213			
Bcen2424_2764	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3059691	3062180	+	ABK09514.1			Bcen2424_2764	exporter-like protein			2490	829			
Bcen2424_2765	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3062177	3063061	+	ABK09515.1			Bcen2424_2765	polysaccharide deacetylase			885	294			
Bcen2424_2766	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3063077	3064348	+	ABK09516.1			Bcen2424_2766	beta-ketoacyl synthase			1272	423		3	00061 Fatty acid biosynthesis [PATH:ko00061]|00780 Biotin metabolism [PATH:ko00780]
Bcen2424_2767	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3064357	3065175	+	ABK09517.1			Bcen2424_2767	conserved hypothetical protein			819	272			
Bcen2424_2768	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3065172	3065675	+	ABK09518.1			Bcen2424_2768	3-hydroxylacyl-(acyl carrier protein) dehydratase-like protein			504	167			
Bcen2424_2769	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3065672	3066001	+	ABK09519.1			Bcen2424_2769	conserved hypothetical protein			330	109			
Bcen2424_2770	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3066103	3066309	-	ABK09520.1			Bcen2424_2770	conserved hypothetical protein			207	68			
Bcen2424_2771	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3066417	3067211	-	ABK09521.1			Bcen2424_2771	3-oxoacyl-[acyl-carrier-protein] reductase			795	264		3	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]|00650 Butanoate metabolism [PATH:ko00650]
Bcen2424_2772	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3067379	3068560	-	ABK09522.1			Bcen2424_2772	acetyl-CoA acetyltransferase			1182	393		3	"00620 Pyruvate metabolism [PATH:ko00620]|00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]|00640 Propanoate metabolism [PATH:ko00640]|00650 Butanoate metabolism [PATH:ko00650]|00071 Fatty acid degradation [PATH:ko00071]|00072 Synthesis and degradation of ketone bodies [PATH:ko00072]|00280 Valine, leucine and isoleucine degradation [PATH:ko00280]|00310 Lysine degradation [PATH:ko00310]|00380 Tryptophan metabolism [PATH:ko00380]|00900 Terpenoid backbone biosynthesis [PATH:ko00900]|00362 Benzoate degradation [PATH:ko00362]|02020 Two-component system [PATH:ko02020]"
Bcen2424_2773	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3068886	3069470	-	ABK09523.1			Bcen2424_2773	phasin family protein			585	194			
Bcen2424_2774	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3069970	3070734	-	ABK09524.1			Bcen2424_2774	"Cobyrinic acid a,c-diamide synthase"			765	254			
Bcen2424_2775	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3070848	3071471	-	ABK09525.1			Bcen2424_2775	DNA-3-methyladenine glycosylase			624	207			
Bcen2424_2776	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3071458	3071988	-	ABK09526.1			Bcen2424_2776	G/U mismatch-specific uracil-DNA glycosylase			531	176			
Bcen2424_2777	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3072111	3072665	-	ABK09527.1			Bcen2424_2777	single-strand binding protein			555	184		3	03030 DNA replication [PATH:ko03030]|03430 Mismatch repair [PATH:ko03430]|03440 Homologous recombination [PATH:ko03440]
Bcen2424_2778	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3072768	3073955	-	ABK09528.1			Bcen2424_2778	major facilitator superfamily MFS_1			1188	395			
Bcen2424_2779	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3074220	3077105	+	ABK09529.1			Bcen2424_2779	Excinuclease ABC subunit A			2886	961			
Bcen2424_2780	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3077345	3078427	+	ABK09530.1			Bcen2424_2780	putative transporter			1083	360			
Bcen2424_2781	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3078521	3079405	-	ABK09531.1			Bcen2424_2781	formyltetrahydrofolate deformylase			885	294		3	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]|00670 One carbon pool by folate [PATH:ko00670]
Bcen2424_2782	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3079479	3080345	-	ABK09532.1			Bcen2424_2782	NUDIX hydrolase			867	288			
Bcen2424_2783	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3080351	3080965	-	ABK09533.1			Bcen2424_2783	Lysine exporter protein (LYSE/YGGA)			615	204			
Bcen2424_2784	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3081052	3081618	-	ABK09534.1			Bcen2424_2784	adenine phosphoribosyltransferase			567	188			
Bcen2424_2785	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3081696	3083702	-	ABK09535.1			Bcen2424_2785	"Kef-type potassium/proton antiporter, CPA2 family"			2007	668			
Bcen2424_2786	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3083827	3084810	+	ABK09536.1			Bcen2424_2786	KpsF/GutQ family protein			984	327			
Bcen2424_2787	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3084810	3085346	+	ABK09537.1			Bcen2424_2787	"3-deoxy-D-manno-octulosonate 8-phosphate phosphatase, YrbI family"			537	178			
Bcen2424_2788	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3085350	3085964	+	ABK09538.1			Bcen2424_2788	protein of unknown function DUF1239			615	204			
Bcen2424_2789	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3085985	3086650	+	ABK09539.1			Bcen2424_2789	OstA family protein			666	221			
Bcen2424_2790	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3086647	3087423	+	ABK09540.1			Bcen2424_2790	ABC transporter related protein			777	258			
Bcen2424_2791	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3087596	3089092	+	ABK09541.1			Bcen2424_2791	"RNA polymerase, sigma 54 subunit, RpoN/SigL"			1497	498			
Bcen2424_2792	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3089251	3089610	+	ABK09542.1			Bcen2424_2792	sigma 54 modulation protein / SSU ribosomal protein S30P			360	119			
Bcen2424_2793	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3089778	3090317	+	ABK09543.1			Bcen2424_2793	putative PTS IIA-like nitrogen-regulatory protein PtsN			540	179			
Bcen2424_2794	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3090447	3091415	+	ABK09544.1			Bcen2424_2794	Hpr(Ser) kinase/phosphatase			969	322			
Bcen2424_2795	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3091490	3092398	+	ABK09545.1			Bcen2424_2795	Uncharacterized P-loop ATPase protein UPF0042			909	302			
Bcen2424_2796	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3092426	3093061	+	ABK09546.1			Bcen2424_2796	"peptidase S16, lon domain protein"			636	211			
Bcen2424_2797	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3093176	3094282	-	ABK09547.1			Bcen2424_2797	A/G-specific DNA-adenine glycosylase			1107	368			
Bcen2424_2798	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3094307	3095134	-	ABK09548.1			Bcen2424_2798	DNA-(apurinic or apyrimidinic site) lyase / Formamidopyrimidine-DNA glycosylase			828	275			
Bcen2424_2799	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3095381	3097204	+	ABK09549.1			Bcen2424_2799	Tetratricopeptide TPR_2 repeat protein			1824	607			
Bcen2424_2800	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3097204	3097824	+	ABK09550.1			Bcen2424_2800	outer membrane lipoprotein LolB			621	206			
Bcen2424_2801	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3097851	3098732	+	ABK09551.1			Bcen2424_2801	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase			882	293			
Bcen2424_2802	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3098909	3099871	+	ABK09552.1			Bcen2424_2802	ribose-phosphate pyrophosphokinase			963	320		3	00030 Pentose phosphate pathway [PATH:ko00030]|00230 Purine metabolism [PATH:ko00230]
Bcen2424_2803	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3100030	3100635	+	ABK09553.1			Bcen2424_2803	LSU ribosomal protein L25P			606	201			
Bcen2424_2804	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3100756	3101355	+	ABK09554.1			Bcen2424_2804	peptidyl-tRNA hydrolase			600	199			
Bcen2424_2805	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3101473	3102540	+	ABK09555.1			Bcen2424_2805	aminotransferase			1068	355		3	"00340 Histidine metabolism [PATH:ko00340]|00350 Tyrosine metabolism [PATH:ko00350]|00360 Phenylalanine metabolism [PATH:ko00360]|00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]|00401 Novobiocin biosynthesis [PATH:ko00401]"
Bcen2424_2806	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3102623	3102889	-	ABK09556.1			Bcen2424_2806	"4Fe-4S ferredoxin, iron-sulfur binding domain protein"			267	88			
Bcen2424_2807	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3102948	3103445	-	ABK09557.1			Bcen2424_2807	pantetheine-phosphate adenylyltransferase			498	165			
Bcen2424_2808	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3103557	3104270	-	ABK09558.1			Bcen2424_2808	putative methyltransferase			714	237			
Bcen2424_2809	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3104388	3105554	+	ABK09559.1			Bcen2424_2809	signal recognition particle-docking protein FtsY			1167	388		3	03060 Protein export [PATH:ko03060]|03070 Bacterial secretion system [PATH:ko03070]|02024 Quorum sensing [PATH:ko02024]
Bcen2424_2810	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3105654	3106298	-	ABK09560.1			Bcen2424_2810	maleylacetoacetate isomerase			645	214			
Bcen2424_2811	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3106478	3107452	+	ABK09561.1			Bcen2424_2811	"glycosyl transferase, family 3"			975	324			
