"Gene","product_accession","Description","chromosome","start","end","strand","feature_interval_length","product_length","assembly_unit","level","annotation"
"Bcen2424_3830","ABK10567.1","major facilitator superfamily MFS_1","2"," 696138"," 697373","-"," 1236"," 411","Primary Assembly",NA,""
"Bcen2424_3831","ABK10568.1","transcriptional regulator, HxlR family","2"," 697478"," 697996","+","  519"," 172","Primary Assembly",NA,""
"Bcen2424_3832","ABK10569.1","hypothetical protein","2"," 697956"," 698216","-","  261","  86","Primary Assembly",NA,""
"Bcen2424_3833","ABK10570.1","major facilitator superfamily MFS_1","2"," 698221"," 699687","-"," 1467"," 488","Primary Assembly",NA,""
"Bcen2424_3834","ABK10571.1","GCN5-related N-acetyltransferase","2"," 699802"," 700245","+","  444"," 147","Primary Assembly",NA,""
"Bcen2424_3835","ABK10572.1","transcriptional regulator, AraC family","2"," 700305"," 701078","-","  774"," 257","Primary Assembly",NA,""
"Bcen2424_3836","ABK10573.1","Peptidylprolyl isomerase","2"," 701104"," 701445","-","  342"," 113","Primary Assembly",NA,""
"Bcen2424_3837","ABK10574.1","metal-dependent hydrolase-like protein","2"," 702025"," 702942","+","  918"," 305","Primary Assembly",NA,""
"Bcen2424_3838","ABK10575.1","hypothetical protein","2"," 702985"," 703446","+","  462"," 153","Primary Assembly",NA,""
"Bcen2424_3839","ABK10576.1","sigma54 specific transcriptional regulator, Fis family","2"," 703452"," 704888","+"," 1437"," 478","Primary Assembly",NA,""
"Bcen2424_3840","ABK10577.1","GtrA family protein","2"," 704926"," 705312","-","  387"," 128","Primary Assembly",NA,""
"Bcen2424_3841","ABK10578.1","hypothetical protein","2"," 705898"," 706278","-","  381"," 126","Primary Assembly",NA,""
"Bcen2424_3842","ABK10579.1","amino acid ABC transporter substrate-binding protein, PAAT family","2"," 706397"," 707179","-","  783"," 260","Primary Assembly",NA,""
"Bcen2424_3843","ABK10580.1","conserved hypothetical protein","2"," 707414"," 707833","+","  420"," 139","Primary Assembly",NA,""
"Bcen2424_3844","ABK10581.1","conserved hypothetical protein","2"," 707830"," 708531","+","  702"," 233","Primary Assembly",NA,""
"Bcen2424_3845","ABK10582.1","metallophosphoesterase","2"," 708592"," 709323","-","  732"," 243","Primary Assembly",NA,""
"Bcen2424_3846","ABK10583.1","protein of unknown function DUF1345","2"," 709457"," 710110","+","  654"," 217","Primary Assembly",NA,""
"Bcen2424_3847","ABK10584.1","Glutathione S-transferase, N-terminal domain protein","2"," 710117"," 710818","-","  702"," 233","Primary Assembly",NA,""
"Bcen2424_3848","ABK10585.1","Methyltransferase type 11","2"," 710883"," 711590","-","  708"," 235","Primary Assembly",NA,""
"Bcen2424_3849","ABK10586.1","maltooligosyl trehalose hydrolase","2"," 711906"," 713558","+"," 1653"," 550","Primary Assembly",NA,""
"Bcen2424_3850","ABK10587.1","thiamine monophosphate synthase","2"," 713631"," 714215","-","  585"," 194","Primary Assembly",NA,""
"Bcen2424_3851","ABK10588.1","protein of unknown function DUF21","2"," 714238"," 715581","-"," 1344"," 447","Primary Assembly",NA,""
"Bcen2424_3852","ABK10589.1","histidine kinase","2"," 715658"," 716437","-","  780"," 259","Primary Assembly",NA,""
"Bcen2424_3853","ABK10590.1","protein of unknown function DUF6, transmembrane","2"," 716505"," 717434","-","  930"," 309","Primary Assembly",NA,""
"Bcen2424_3854","ABK10591.1","transcriptional regulator, LysR family","2"," 717469"," 718326","-","  858"," 285","Primary Assembly",NA,""
"Bcen2424_3855","ABK10592.1","4-oxalocrotonate tautomerase","2"," 718440"," 718823","+","  384"," 127","Primary Assembly",NA,""
"Bcen2424_3856","ABK10593.1","CHAD domain containing protein","2"," 718963"," 720585","+"," 1623"," 540","Primary Assembly",NA,""
"Bcen2424_3857","ABK10594.1","transcriptional regulator, ModE family","2"," 720630"," 721475","+","  846"," 281","Primary Assembly",NA,""
"Bcen2424_3858","ABK10595.1","ABC transporter related","2"," 721636"," 722337","-","  702"," 233","Primary Assembly",NA,""
"Bcen2424_3859","ABK10596.1","molybdate ABC transporter, inner membrane subunit","2"," 722402"," 723079","-","  678"," 225","Primary Assembly",NA,""
"Bcen2424_3860","ABK10597.1","molybdenum ABC transporter, periplasmic molybdate-binding protein","2"," 723090"," 723959","-","  870"," 289","Primary Assembly",NA,""
"Bcen2424_3861","ABK10598.1","phosphoesterase, PA-phosphatase related","2"," 724013"," 724711","-","  699"," 232","Primary Assembly",NA,""
"Bcen2424_3862","ABK10599.1","esterase, PHB depolymerase family","2"," 724970"," 726067","+"," 1098"," 365","Primary Assembly",NA,""
"Bcen2424_3863","ABK10600.1","conserved hypothetical protein","2"," 726148"," 726324","+","  177","  58","Primary Assembly",NA,""
"Bcen2424_3864","ABK10601.1","OsmC family protein","2"," 726440"," 726859","-","  420"," 139","Primary Assembly",NA,""
"Bcen2424_3865","ABK10602.1","transcriptional regulator, MarR family","2"," 727016"," 727468","-","  453"," 150","Primary Assembly",NA,""
"Bcen2424_3866","ABK10603.1","conserved hypothetical protein","2"," 727657"," 728466","-","  810"," 269","Primary Assembly",NA,""
"Bcen2424_3867","ABK10604.1","homoserine kinase","2"," 728457"," 729455","-","  999"," 332","Primary Assembly",NA,""
"Bcen2424_3868","ABK10605.1","conserved hypothetical protein","2"," 729555"," 729950","-","  396"," 131","Primary Assembly",NA,""
"Bcen2424_3869","ABK10606.1","AMP nucleosidase","2"," 730080"," 731606","+"," 1527"," 508","Primary Assembly",NA,""
"Bcen2424_3870","ABK10607.1","conserved hypothetical protein","2"," 731729"," 732265","-","  537"," 178","Primary Assembly",NA,""
"Bcen2424_3871","ABK10608.1","conserved hypothetical protein 730","2"," 732398"," 733156","-","  759"," 252","Primary Assembly",NA,""
"Bcen2424_3872","ABK10609.1","DNA polymerase I","2"," 733158"," 735911","+"," 2754"," 917","Primary Assembly"," 3","03030 DNA replication PATH:ko03030 - 03410 Base excision repair PATH:ko03410 - 03420 Nucleotide excision repair PATH:ko03420 - 03440 Homologous recombination PATH:ko03440"
"Bcen2424_3873","ABK10610.1","NADH dehydrogenase","2"," 736189"," 737523","+"," 1335"," 444","Primary Assembly",NA,""
"Bcen2424_3874","ABK10611.1","Carboxymethylenebutenolidase","2"," 737895"," 738770","+","  876"," 291","Primary Assembly"," 3","00364 Fluorobenzoate degradation PATH:ko00364 - 00361 Chlorocyclohexane and chlorobenzene degradation PATH:ko00361 - 00623 Toluene degradation PATH:ko00623"
"Bcen2424_3875","ABK10612.1","3-mercaptopyruvate sulfurtransferase","2"," 738855"," 739724","-","  870"," 289","Primary Assembly"," 3","00920 Sulfur metabolism PATH:ko00920 - 00270 Cysteine and methionine metabolism PATH:ko00270 - 04122 Sulfur relay system PATH:ko04122"
"Bcen2424_3876","ABK10613.1","Rieske (2Fe-2S) domain protein","2"," 739842"," 740948","-"," 1107"," 368","Primary Assembly",NA,""
"Bcen2424_3877","ABK10614.1","Exodeoxyribonuclease VII small subunit","2"," 741218"," 741511","+","  294","  97","Primary Assembly",NA,""
"Bcen2424_3878","ABK10615.1","farnesyl-diphosphate synthase","2"," 741508"," 742392","+","  885"," 294","Primary Assembly",NA,""
"Bcen2424_3879","ABK10616.1","1-deoxy-D-xylulose-5-phosphate synthase","2"," 742438"," 744378","+"," 1941"," 646","Primary Assembly"," 3","00730 Thiamine metabolism PATH:ko00730 - 00900 Terpenoid backbone biosynthesis PATH:ko00900"
"Bcen2424_3880","ABK10617.1","GTP cyclohydrolase I","2"," 744533"," 745342","+","  810"," 269","Primary Assembly",NA,""
"Bcen2424_3881","ABK10618.1","O-sialoglycoprotein endopeptidase","2"," 745437"," 746477","-"," 1041"," 346","Primary Assembly",NA,""
"Bcen2424_3882","ABK10619.1","HI0933 family protein","2"," 746608"," 747828","+"," 1221"," 406","Primary Assembly",NA,""
"Bcen2424_3883","ABK10620.1","SSU ribosomal protein S21P","2"," 747933"," 748145","+","  213","  70","Primary Assembly",NA,""
"Bcen2424_3884","ABK10621.1","GatB/Yqey domain protein","2"," 748340"," 748786","+","  447"," 148","Primary Assembly",NA,""
"Bcen2424_3885","ABK10622.1","DNA primase","2"," 748858"," 750735","+"," 1878"," 625","Primary Assembly",NA,""
"Bcen2424_3886","ABK10623.1","RNA polymerase, sigma 70 subunit, RpoD","2"," 750824"," 753241","+"," 2418"," 805","Primary Assembly",NA,""
"Bcen2424_3887","ABK10624.1","phospholipase D/Transphosphatidylase","2"," 753584"," 755266","+"," 1683"," 560","Primary Assembly",NA,""
"Bcen2424_3888","ABK10625.1","transcriptional regulator, GntR family","2"," 755274"," 756740","-"," 1467"," 488","Primary Assembly",NA,""
"Bcen2424_3889","ABK10626.1","flavin-nucleotide-binding protein","2"," 756975"," 757625","+","  651"," 216","Primary Assembly",NA,""
"Bcen2424_3890","ABK10627.1","conserved hypothetical protein","2"," 757695"," 759377","-"," 1683"," 560","Primary Assembly",NA,""
"Bcen2424_3891","ABK10628.1","Pseudomonalisin","2"," 759830"," 761662","-"," 1833"," 610","Primary Assembly",NA,""
"Bcen2424_3892","ABK10629.1","histidine kinase, HAMP region domain protein","2"," 762293"," 762919","-","  627"," 208","Primary Assembly",NA,""
"Bcen2424_3893","ABK10630.1","two component transcriptional regulator, winged helix family","2"," 762916"," 763608","-","  693"," 230","Primary Assembly",NA,""
"Bcen2424_3894","ABK10631.1","RND efflux system, outer membrane lipoprotein, NodT family","2"," 763710"," 765140","-"," 1431"," 476","Primary Assembly",NA,""
"Bcen2424_3895","ABK10632.1","transporter, hydrophobe/amphiphile efflux-1 (HAE1) family","2"," 765145"," 768288","-"," 3144","1047","Primary Assembly",NA,""
"Bcen2424_3896","ABK10633.1","efflux transporter, RND family, MFP subunit","2"," 768309"," 769469","-"," 1161"," 386","Primary Assembly",NA,""
"Bcen2424_3897","ABK10634.1","Ankyrin","2"," 769874"," 770485","-","  612"," 203","Primary Assembly",NA,""
"Bcen2424_3898","ABK10635.1","Catalase","2"," 770565"," 772100","-"," 1536"," 511","Primary Assembly"," 3","00630 Glyoxylate and dicarboxylate metabolism PATH:ko00630 - 00380 Tryptophan metabolism PATH:ko00380"
"Bcen2424_3899","ABK10636.1","RND efflux system, outer membrane lipoprotein, NodT family","2"," 772336"," 773823","-"," 1488"," 495","Primary Assembly",NA,""
"Bcen2424_3900","ABK10637.1","drug resistance transporter, EmrB/QacA subfamily","2"," 773837"," 775423","-"," 1587"," 528","Primary Assembly",NA,""
"Bcen2424_3901","ABK10638.1","secretion protein HlyD family protein","2"," 775416"," 776540","-"," 1125"," 374","Primary Assembly",NA,""
"Bcen2424_3902","ABK10639.1","transcriptional regulator, TetR family","2"," 776632"," 777468","+","  837"," 278","Primary Assembly",NA,""
"Bcen2424_3903","ABK10640.1","MscS Mechanosensitive ion channel","2"," 777496"," 779964","-"," 2469"," 822","Primary Assembly",NA,""
"Bcen2424_3904","ABK10641.1","luciferase family protein","2"," 780235"," 781194","-","  960"," 319","Primary Assembly",NA,""
"Bcen2424_3905","ABK10642.1","Silent information regulator protein Sir2","2"," 782239"," 783327","+"," 1089"," 362","Primary Assembly",NA,""
"Bcen2424_3906","ABK10643.1","protein of unknown function DUF938","2"," 783324"," 783965","+","  642"," 213","Primary Assembly",NA,""
"Bcen2424_3907","ABK10644.1","6-phosphogluconate dehydrogenase (decarboxylating)","2"," 784063"," 785475","+"," 1413"," 470","Primary Assembly"," 3","00030 Pentose phosphate pathway PATH:ko00030 - 00480 Glutathione metabolism PATH:ko00480"
"Bcen2424_3908","ABK10645.1","conserved hypothetical protein","2"," 785676"," 786020","+","  345"," 114","Primary Assembly",NA,""
"Bcen2424_3909","ABK10646.1","conserved hypothetical protein","2"," 786130"," 786450","-","  321"," 106","Primary Assembly",NA,""
"Bcen2424_3910","ABK10647.1","peptidase M23B","2"," 786861"," 787595","+","  735"," 244","Primary Assembly",NA,""
"Bcen2424_3911","ABK10648.1","conserved hypothetical protein","2"," 787661"," 788371","-","  711"," 236","Primary Assembly",NA,""
"Bcen2424_3912","ABK10649.1","cytochrome B561","2"," 788526"," 789062","+","  537"," 178","Primary Assembly",NA,""
"Bcen2424_3913","ABK10650.1","conserved hypothetical protein","2"," 789218"," 789586","+","  369"," 122","Primary Assembly",NA,""
"Bcen2424_3914","ABK10651.1","TonB-dependent copper receptor","2"," 789671"," 791803","+"," 2133"," 710","Primary Assembly",NA,""
"Bcen2424_3915","ABK10652.1","Triacylglycerol lipase","2"," 792023"," 793117","+"," 1095"," 364","Primary Assembly",NA,""
"Bcen2424_3916","ABK10653.1","lipase chaperone","2"," 793121"," 794155","+"," 1035"," 344","Primary Assembly",NA,""
"Bcen2424_3917","ABK10654.1","transcriptional regulator, GntR family","2"," 794186"," 795709","-"," 1524"," 507","Primary Assembly",NA,""
"Bcen2424_3918","ABK10655.1","spermidine/putrescine ABC transporter ATPase subunit","2"," 795817"," 796929","+"," 1113"," 370","Primary Assembly",NA,""
"Bcen2424_3919","ABK10656.1","extracellular solute-binding protein, family 1","2"," 797007"," 798053","+"," 1047"," 348","Primary Assembly",NA,""
"Bcen2424_3920","ABK10657.1","binding-protein-dependent transport systems inner membrane component","2"," 798165"," 799421","+"," 1257"," 418","Primary Assembly",NA,""
"Bcen2424_3921","ABK10658.1","binding-protein-dependent transport systems inner membrane component","2"," 799450"," 800295","+","  846"," 281","Primary Assembly",NA,""
"Bcen2424_3922","ABK10659.1","hypothetical protein","2"," 800330"," 800620","-","  291","  96","Primary Assembly",NA,""
"Bcen2424_3923","ABK10660.1","major facilitator superfamily MFS_1","2"," 800716"," 802077","+"," 1362"," 453","Primary Assembly",NA,""
"Bcen2424_3924","ABK10661.1","sedolisin, Serine peptidase, MEROPS family S53","2"," 802142"," 803875","-"," 1734"," 577","Primary Assembly",NA,""
"Bcen2424_3925","ABK10662.1","transcriptional regulator, ArsR family","2"," 804521"," 804844","+","  324"," 107","Primary Assembly",NA,""
"Bcen2424_3926","ABK10663.1","Activator of Hsp90 ATPase 1 family protein","2"," 804844"," 805275","+","  432"," 143","Primary Assembly",NA,""
"Bcen2424_3927","ABK10664.1","conserved hypothetical protein","2"," 805272"," 805715","+","  444"," 147","Primary Assembly",NA,""
"Bcen2424_3928","ABK10665.1","aconitase","2"," 805893"," 808610","-"," 2718"," 905","Primary Assembly"," 3","00020 Citrate cycle (TCA cycle) PATH:ko00020 - 00630 Glyoxylate and dicarboxylate metabolism PATH:ko00630"
"Bcen2424_3929","ABK10666.1","2-methylcitrate dehydratase","2"," 808663"," 810114","-"," 1452"," 483","Primary Assembly",NA,""
"Bcen2424_3930","ABK10667.1","conserved hypothetical protein","2"," 810133"," 810648","-","  516"," 171","Primary Assembly",NA,""
"Bcen2424_3931","ABK10668.1","HpcH/HpaI aldolase","2"," 810879"," 812015","-"," 1137"," 378","Primary Assembly",NA,""
"Bcen2424_3932","ABK10669.1","malate dehydrogenase (NAD)","2"," 812072"," 813058","-","  987"," 328","Primary Assembly"," 3","00020 Citrate cycle (TCA cycle) PATH:ko00020 - 00620 Pyruvate metabolism PATH:ko00620 - 00630 Glyoxylate and dicarboxylate metabolism PATH:ko00630 - 00710 Carbon fixation in photosynthetic organisms PATH:ko00710 - 00680 Methane metabolism PATH:ko00680 - 00270 Cysteine and methionine metabolism PATH:ko00270"
"Bcen2424_3933","ABK10670.1","transcriptional regulator, GntR family","2"," 813347"," 814171","+","  825"," 274","Primary Assembly",NA,""
"Bcen2424_3934","ABK10671.1","succinate dehydrogenase subunit C","2"," 814340"," 814756","+","  417"," 138","Primary Assembly"," 3","00020 Citrate cycle (TCA cycle) PATH:ko00020 - 00650 Butanoate metabolism PATH:ko00650 - 00190 Oxidative phosphorylation PATH:ko00190"
"Bcen2424_3935","ABK10672.1","succinate dehydrogenase subunit D","2"," 814761"," 815129","+","  369"," 122","Primary Assembly"," 3","00020 Citrate cycle (TCA cycle) PATH:ko00020 - 00650 Butanoate metabolism PATH:ko00650 - 00190 Oxidative phosphorylation PATH:ko00190"
"Bcen2424_3936","ABK10673.1","succinate dehydrogenase subunit A","2"," 815133"," 816908","+"," 1776"," 591","Primary Assembly"," 3","00020 Citrate cycle (TCA cycle) PATH:ko00020 - 00650 Butanoate metabolism PATH:ko00650 - 00190 Oxidative phosphorylation PATH:ko00190"
"Bcen2424_3937","ABK10674.1","succinate dehydrogenase subunit B","2"," 816931"," 817632","+","  702"," 233","Primary Assembly"," 3","00020 Citrate cycle (TCA cycle) PATH:ko00020 - 00650 Butanoate metabolism PATH:ko00650 - 00190 Oxidative phosphorylation PATH:ko00190"
"Bcen2424_3938","ABK10675.1","protein of unknown function DUF339","2"," 817639"," 817911","+","  273","  90","Primary Assembly",NA,""
"Bcen2424_3939","ABK10676.1","citrate synthase","2"," 817978"," 819279","+"," 1302"," 433","Primary Assembly"," 3","00020 Citrate cycle (TCA cycle) PATH:ko00020 - 00630 Glyoxylate and dicarboxylate metabolism PATH:ko00630"
"Bcen2424_3940","ABK10677.1","transcriptional regulator, AraC family","2"," 819370"," 820347","-","  978"," 325","Primary Assembly",NA,""
"Bcen2424_3941","ABK10678.1","Glyoxalase/bleomycin resistance protein/dioxygenase","2"," 820418"," 820807","+","  390"," 129","Primary Assembly",NA,""
"Bcen2424_3942","ABK10679.1","protein of unknown function DUF1479","2"," 820918"," 822168","+"," 1251"," 416","Primary Assembly",NA,""
"Bcen2424_3943","ABK10680.1","Dimethylargininase","2"," 822365"," 823135","+","  771"," 256","Primary Assembly",NA,""
"Bcen2424_3944","ABK10681.1","transcriptional regulator, AsnC family","2"," 823233"," 823697","+","  465"," 154","Primary Assembly",NA,""
"Bcen2424_3945","ABK10682.1","lysine:proton symporter, AAT family","2"," 823800"," 825362","+"," 1563"," 520","Primary Assembly",NA,""
"Bcen2424_3946","ABK10683.1","Glutathione S-transferase, C-terminal domain protein","2"," 825415"," 826293","-","  879"," 292","Primary Assembly",NA,""
"Bcen2424_3947","ABK10684.1","transcriptional regulator, TetR family","2"," 826405"," 827010","+","  606"," 201","Primary Assembly",NA,""
"Bcen2424_3948","ABK10685.1","alpha/beta hydrolase fold protein","2"," 827180"," 828109","+","  930"," 309","Primary Assembly",NA,""
"Bcen2424_3949","ABK10686.1","3-isopropylmalate dehydratase, large subunit","2"," 828461"," 829870","+"," 1410"," 469","Primary Assembly"," 3","00660 C5-Branched dibasic acid metabolism PATH:ko00660 - 00290 Valine, leucine and isoleucine biosynthesis PATH:ko00290"
"Bcen2424_3950","ABK10687.1","Entericidin EcnAB","2"," 829874"," 830020","+","  147","  48","Primary Assembly",NA,""
"Bcen2424_3951","ABK10688.1","3-isopropylmalate dehydratase, small subunit","2"," 830059"," 830739","+","  681"," 226","Primary Assembly"," 3","00660 C5-Branched dibasic acid metabolism PATH:ko00660 - 00290 Valine, leucine and isoleucine biosynthesis PATH:ko00290"
"Bcen2424_3952","ABK10689.1","3-isopropylmalate dehydrogenase","2"," 830819"," 831886","+"," 1068"," 355","Primary Assembly"," 3","00660 C5-Branched dibasic acid metabolism PATH:ko00660 - 00290 Valine, leucine and isoleucine biosynthesis PATH:ko00290"
"Bcen2424_3953","ABK10690.1","aspartate semialdehyde dehydrogenase","2"," 832174"," 833331","+"," 1158"," 385","Primary Assembly"," 3","00260 Glycine, serine and threonine metabolism PATH:ko00260 - 00270 Cysteine and methionine metabolism PATH:ko00270 - 00300 Lysine biosynthesis PATH:ko00300 - 00261 Monobactam biosynthesis PATH:ko00261"
"Bcen2424_3954","ABK10691.1","flagellar basal body FlaE domain protein","2"," 833434"," 834678","-"," 1245"," 414","Primary Assembly",NA,""
"Bcen2424_3955","ABK10692.1","conserved hypothetical protein","2"," 835490"," 837616","+"," 2127"," 708","Primary Assembly",NA,""
"Bcen2424_3956","ABK10693.1","tRNA pseudouridine synthase A","2"," 837616"," 838428","+","  813"," 270","Primary Assembly",NA,""
"Bcen2424_3957","ABK10694.1","phosphoribosylanthranilate isomerase","2"," 838425"," 839126","+","  702"," 233","Primary Assembly",NA,""
"Bcen2424_3958","ABK10695.1","tryptophan synthase, beta chain","2"," 839181"," 840374","+"," 1194"," 397","Primary Assembly"," 3","00260 Glycine, serine and threonine metabolism PATH:ko00260 - 00400 Phenylalanine, tyrosine and tryptophan biosynthesis PATH:ko00400"
"Bcen2424_3959","ABK10696.1","DNA methylase N-4/N-6 domain protein","2"," 840384"," 841235","+","  852"," 283","Primary Assembly",NA,""
"Bcen2424_3960","ABK10697.1","tryptophan synthase, alpha chain","2"," 841324"," 842139","+","  816"," 271","Primary Assembly"," 3","00260 Glycine, serine and threonine metabolism PATH:ko00260 - 00400 Phenylalanine, tyrosine and tryptophan biosynthesis PATH:ko00400"
"Bcen2424_3961","ABK10698.1","acetyl-CoA carboxylase carboxyltransferase subunit alpha","2"," 842204"," 843076","+","  873"," 290","Primary Assembly"," 3","00620 Pyruvate metabolism PATH:ko00620 - 00640 Propanoate metabolism PATH:ko00640 - 00061 Fatty acid biosynthesis PATH:ko00061"
"Bcen2424_3962","ABK10699.1","FolC bifunctional protein","2"," 843177"," 844487","+"," 1311"," 436","Primary Assembly",NA,""
"Bcen2424_3963","ABK10700.1","Sporulation domain protein","2"," 844517"," 845353","+","  837"," 278","Primary Assembly",NA,""
"Bcen2424_3964","ABK10701.1","Colicin V production protein","2"," 845361"," 845855","+","  495"," 164","Primary Assembly",NA,""
"Bcen2424_3965","ABK10702.1","amidophosphoribosyltransferase","2"," 845907"," 847439","+"," 1533"," 510","Primary Assembly"," 3","00230 Purine metabolism PATH:ko00230 - 00250 Alanine, aspartate and glutamate metabolism PATH:ko00250"
"Bcen2424_3966","ABK10703.1","O-succinylhomoserine sulfhydrylase","2"," 847700"," 848890","+"," 1191"," 396","Primary Assembly"," 3","00920 Sulfur metabolism PATH:ko00920 - 00270 Cysteine and methionine metabolism PATH:ko00270"
"Bcen2424_3967","ABK10704.1","conserved hypothetical protein","2"," 848959"," 849288","+","  330"," 109","Primary Assembly",NA,""
"Bcen2424_3968","ABK10705.1","RNA-directed DNA polymerase (Reverse transcriptase)","2"," 849359"," 850726","+"," 1368"," 455","Primary Assembly",NA,""
"Bcen2424_3969","ABK10706.1","NAD-dependent epimerase/dehydratase","2"," 850847"," 851812","-","  966"," 321","Primary Assembly"," 3","00051 Fructose and mannose metabolism PATH:ko00051 - 00520 Amino sugar and nucleotide sugar metabolism PATH:ko00520"
"Bcen2424_3970","ABK10707.1","GDP-mannose 4,6-dehydratase","2"," 851799"," 852845","-"," 1047"," 348","Primary Assembly"," 3","00051 Fructose and mannose metabolism PATH:ko00051 - 00520 Amino sugar and nucleotide sugar metabolism PATH:ko00520"
"Bcen2424_3971","ABK10708.1","acyltransferase 3","2"," 852881"," 853945","-"," 1065"," 354","Primary Assembly",NA,""
"Bcen2424_3972","ABK10709.1","conserved hypothetical protein","2"," 854391"," 856607","+"," 2217"," 738","Primary Assembly",NA,""
"Bcen2424_3973","ABK10710.1","polysaccharide biosynthesis protein","2"," 856627"," 858093","+"," 1467"," 488","Primary Assembly",NA,""
"Bcen2424_3974","ABK10711.1","glycosyl transferase, group 1","2"," 858090"," 860555","+"," 2466"," 821","Primary Assembly",NA,""
"Bcen2424_3975","ABK10712.1","acyltransferase 3","2"," 860937"," 862112","-"," 1176"," 391","Primary Assembly",NA,""
"Bcen2424_3976","ABK10713.1","conserved hypothetical protein","2"," 862332"," 862475","+","  144","  47","Primary Assembly",NA,""
"Bcen2424_3977","ABK10714.1","UDP-glucose pyrophosphorylase","2"," 862706"," 863593","+","  888"," 295","Primary Assembly"," 3","00040 Pentose and glucuronate interconversions PATH:ko00040 - 00052 Galactose metabolism PATH:ko00052 - 00500 Starch and sucrose metabolism PATH:ko00500 - 00520 Amino sugar and nucleotide sugar metabolism PATH:ko00520"
"Bcen2424_3978","ABK10715.1","acyltransferase 3","2"," 863967"," 865085","-"," 1119"," 372","Primary Assembly",NA,""
"Bcen2424_3980","ABK10716.1","3-demethylubiquinone-9 3-methyltransferase","2"," 867105"," 867578","-","  474"," 157","Primary Assembly",NA,""
"Bcen2424_3981","ABK10717.1","porin, Gram-negative type","2"," 867970"," 869127","-"," 1158"," 385","Primary Assembly",NA,""
"Bcen2424_3982","ABK10718.1","putative ribonuclease BN","2"," 869544"," 870488","-","  945"," 314","Primary Assembly",NA,""
"Bcen2424_3983","ABK10719.1","formate dehydrogenase (quinone-dependent) catalytic subunit","2"," 870631"," 871221","+","  591"," 196","Primary Assembly"," 3","00630 Glyoxylate and dicarboxylate metabolism PATH:ko00630 - 00680 Methane metabolism PATH:ko00680"
"Bcen2424_3984","ABK10720.1","formate dehydrogenase (quinone-dependent) catalytic subunit","2"," 871234"," 873702","+"," 2469"," 822","Primary Assembly"," 3","00630 Glyoxylate and dicarboxylate metabolism PATH:ko00630 - 00680 Methane metabolism PATH:ko00680"
"Bcen2424_3985","ABK10721.1","formate dehydrogenase (quinone-dependent) iron-sulfur subunit","2"," 873713"," 874627","+","  915"," 304","Primary Assembly"," 3","00630 Glyoxylate and dicarboxylate metabolism PATH:ko00630 - 00680 Methane metabolism PATH:ko00680"
"Bcen2424_3986","ABK10722.1","formate dehydrogenase (quinone-dependent) cytochrome b subunit","2"," 874624"," 875250","+","  627"," 208","Primary Assembly"," 3","00630 Glyoxylate and dicarboxylate metabolism PATH:ko00630 - 00680 Methane metabolism PATH:ko00680"
"Bcen2424_3987","ABK10723.1","formate dehydrogenase accessory protein FdhE","2"," 875625"," 876575","+","  951"," 316","Primary Assembly",NA,""
"Bcen2424_3988","ABK10724.1","L-seryl-tRNA(Sec) selenium transferase","2"," 876650"," 878089","+"," 1440"," 479","Primary Assembly"," 3","00450 Selenocompound metabolism PATH:ko00450 - 00970 Aminoacyl-tRNA biosynthesis PATH:ko00970"
"Bcen2424_3989","ABK10725.1","selenocysteine-specific translation elongation factor SelB","2"," 878086"," 880011","+"," 1926"," 641","Primary Assembly",NA,""
"Bcen2424_3990","ABK10726.1","NAD-dependent epimerase/dehydratase","2"," 880265"," 881320","-"," 1056"," 351","Primary Assembly",NA,""
"Bcen2424_3991","ABK10727.1","transcriptional regulator, AraC family","2"," 881380"," 882426","+"," 1047"," 348","Primary Assembly",NA,""
"Bcen2424_3992","ABK10728.1","hypothetical protein","2"," 882551"," 883219","-","  669"," 222","Primary Assembly",NA,""
"Bcen2424_3993","ABK10729.1","transcriptional regulator, LuxR family","2"," 883277"," 884095","-","  819"," 272","Primary Assembly",NA,""
"Bcen2424_3994","ABK10730.1","Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase","2"," 884271"," 885116","+","  846"," 281","Primary Assembly",NA,""
"Bcen2424_3995","ABK10731.1","amino acid/polyamine/organocation transporter, APC superfamily","2"," 885248"," 886588","+"," 1341"," 446","Primary Assembly",NA,""
"Bcen2424_3996","ABK10732.1","transcriptional regulator, HxlR family","2"," 886630"," 886983","-","  354"," 117","Primary Assembly",NA,""
"Bcen2424_3997","ABK10733.1","conserved hypothetical protein","2"," 887031"," 887402","+","  372"," 123","Primary Assembly",NA,""
"Bcen2424_3998","ABK10734.1","short-chain dehydrogenase/reductase SDR","2"," 887402"," 888181","+","  780"," 259","Primary Assembly",NA,""
"Bcen2424_3999","ABK10735.1","conserved hypothetical protein","2"," 888156"," 888425","+","  270","  89","Primary Assembly",NA,""
"Bcen2424_4000","ABK10736.1","conserved hypothetical protein","2"," 888400"," 888750","-","  351"," 116","Primary Assembly",NA,""
"Bcen2424_4001","ABK10737.1","NUDIX hydrolase","2"," 888815"," 889240","-","  426"," 141","Primary Assembly",NA,""
"Bcen2424_4002","ABK10738.1","uracil-xanthine permease","2"," 889429"," 890817","-"," 1389"," 462","Primary Assembly",NA,""
"Bcen2424_4003","ABK10739.1","transcriptional regulator, LysR family","2"," 891082"," 892101","-"," 1020"," 339","Primary Assembly",NA,""
